full_name,a,e,G,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,neo,pha,moid
   633 Zelima (1907 ZM),3.018797787,0.083508433,,10.9014324,147.2889136,189.9221318,2.766702714,3.27089286,5.245165992,41009,0,2483,9.73,33.387,,0.203,11.73,,0.765,0.445,,S,S,N,N,1.75656
   634 Ute (1907 ZN),3.051860011,0.182419862,,12.28139469,133.2439474,220.3645216,2.49514013,3.608579892,5.331569995,41007,0,2898,9.7,74.017,,0.043,11.7554,,,,,X,,N,N,1.50185
   635 Vundtia (1907 ZS),3.142078888,0.077333121,,11.00483879,182.8872879,227.5941894,2.899092122,3.385065655,5.569725981,41427,0,2951,9.01,94.415,,0.034,11.79,,0.675,0.336,,,C,N,N,1.92018
   636 Erika (1907 XP),2.911942175,0.169019581,,7.929658636,34.60330674,298.4239598,2.419766929,3.40411742,4.969152465,41092,0,2679,9.6,73.147,,0.048,14.603,,,,,,,N,N,1.42165
   637 Chrysothemis (1907 YE),3.17327041,0.124164554,,0.270750579,353.3544956,173.0449455,2.779262704,3.567278115,5.652867751,40960,0,2695,11.5,24.194,,0.08,3.7,,,,,,,N,N,1.78679
   638 Moira (1907 ZQ),2.735272753,0.159121195,,7.713348514,103.1887832,128.8520788,2.300032884,3.170512622,4.523860051,41381,0,2838,10,59.594,,0.06,9.875,,,,,Ch,,N,N,1.29796
   639 Latona (1907 ZT),3.017893646,0.106681048,,8.555239901,279.8355517,70.69798593,2.695941587,3.339845704,5.242809747,40818,0,2358,8.2,78.509,,0.123,6.193,,0.836,0.477,,,S,N,N,1.70375
   640 Brambilla (1907 ZW),3.160691786,0.080567869,,13.37652474,234.9094221,29.68606023,2.906041585,3.415341987,5.619289718,40896,0,2721,9.2,62.667,,0.055,7.768,,0.753,0.465,,,G,N,N,1.89859
   641 Agnes (1907 ZX),2.220818623,0.127957014,,1.710039695,41.00561514,18.01278573,1.936649303,2.504987944,3.30961776,40884,0,2388,12.4,9.446,,0.217,178,,,,,,,N,N,0.948648
   642 Clara (1907 ZY),3.197463736,0.122714914,,8.149713475,5.747527067,119.3719486,2.805087248,3.589840225,5.717637846,40884,0,2311,9.98,33.36,,0.1617,8.2308,,0.897,0.417,,L,S,N,N,1.83185
   643 Scheherezade (1907 ZZ),3.362567666,0.05719056,,13.76919538,252.1799814,230.4510207,3.170260537,3.554874795,6.166159452,40760,0,2474,9.7,64.997,,0.058,14.161,,0.719,0.302,,,P,N,N,2.20656
   644 Cosima (1907 AA),2.600835811,0.154484251,,1.04083978,109.9777536,268.550611,2.199047639,3.002623983,4.194474967,40889,0,3006,11.13,17.016,,0.271,7.556,,0.816,0.413,,,S,N,N,1.20056
   645 Agrippina (1907 AG),3.214934995,0.144679775,,7.035944493,0.127091861,84.77290761,2.749798924,3.680071067,5.764564414,40867,0,2417,9.94,28.916,,0.213,32.6,,0.871,0.412,,,S,N,N,1.7773
   646 Kastalia (1907 AC),2.324422571,0.213369642,,6.902487415,302.8072484,38.11099192,1.828461359,2.820383783,3.543894856,40785,0,2581,12.5,8.153,,0.269,3.1259,,,,,,,N,N,0.824229
   647 Adelgunde (1907 AD),2.441702237,0.194724773,,7.331118622,254.6793398,175.697462,1.966242323,2.917162152,3.815463066,40786,0,2534,11.41,9.725,,0.508,32.202,,0.719,0.297,,,X,N,N,0.980618
   648 Pippa (1907 AE),3.214273151,0.195631469,,9.836384325,290.9148201,179.3521742,2.585460174,3.843086129,5.762784419,40882,0,2172,9.68,68.27,,0.0509,9.263,,0.676,0.278,,,XC,N,N,1.60238
   649 Josefa (1907 AF),2.545743518,0.278983224,,12.71548308,357.0197507,349.5249554,1.835523784,3.255963252,4.061908837,40783,0,2192,12.7,7.726,,0.345,10.481,,,,,Sq,,N,N,0.829815
   650 Amalasuntha (1907 AM),2.457911548,0.184010084,,2.563066206,215.5294257,179.0343687,2.005631038,2.910192059,3.853519646,40865,0,2282,12.93,18.609,,0.027,16.582,,,,,,,N,N,1.01155
   651 Antikleia (1907 AN),3.022569276,0.100886565,,10.75857039,38.01336396,354.5411503,2.717632646,3.327505907,5.254998514,41643,0,2233,10.01,31.895,,0.172,20.299,,0.847,0.489,,,S,N,N,1.72346
   652 Jubilatrix (1907 AU),2.554389506,0.12731646,,15.74433487,86.18939095,276.979522,2.229173678,2.879605335,4.082619301,40290,0,2377,11,15.595,,0.2,2.6627,,,,,,,N,N,1.29201
   653 Berenike (1907 BK),3.014321352,0.03960317,,11.29158199,132.8484286,56.94495196,2.89494467,3.133698035,5.233503599,46137,0,2402,9.3,49.793,,0.085,12.4886,,0.833,0.424,,K,S,N,N,1.91635
   654 Zelinda (1908 BM),2.297174526,0.231144153,,18.12626698,278.4432442,213.9094091,1.766196067,2.828152985,3.48176287,40650,0,2645,8.52,160.736,,0.027,31.735,,0.698,0.328,,Ch,C,N,N,0.804655
   655 Briseis (1907 BF),2.994105345,0.084730765,,6.497261164,129.9500101,279.2539607,2.740412509,3.247798181,5.180943034,40822,0,2754,10,29.057,,0.302,160.66,,,,,,,N,N,1.75988
   656 Beagle (1908 BU),3.150584041,0.133801936,,0.516599276,184.2822133,330.736949,2.729029796,3.572138286,5.59235594,40747,0,3005,10.1,62.604,,0.045,7.035,,,,,,,N,N,1.73948
   657 Gunlod (1908 BV),2.612066183,0.113056665,,10.23479104,297.538145,245.377933,2.316754691,2.907377674,4.221671797,40754,0,2346,10.93,39.401,,0.044,15.6652,,,,,,,N,N,1.34288
   658 Asteria (1908 BW),2.853095088,0.06536947,,1.50571861,350.9823175,60.45638087,2.666589773,3.039600403,4.81928457,41169,0,2574,10.54,21.894,,0.192,21.034,,0.87,0.36,,,S,N,N,1.67699
   659 Nestor (1908 CS),5.166167478,0.117710952,,4.521958975,350.7436088,343.1985011,4.558052987,5.774281969,11.7425096,40694,0,2348,8.99,112.32,,0.035,15.98,,0.719,0.249,,,XC,N,N,3.54753
   660 Crescentia (1908 CC),2.532967423,0.107994753,,15.20028724,156.9417342,105.6325254,2.259420232,2.806514614,4.031369527,40239,0,2729,9.14,42.302,,0.332,7.9116,,0.86,0.475,,,S,N,N,1.29661
   661 Cloelia (1908 CL),3.018485024,0.034519157,,9.227519568,335.7655834,183.2774037,2.914289466,3.122680582,5.244350873,37088,0,2572,9.6,40.081,,0.182,5.536,,0.793,0.395,,K,S,N,N,1.9236
   662 Newtonia (1908 CW),2.553118746,0.216284096,,4.120116011,133.7031436,165.3601259,2.000919767,3.105317725,4.079573141,40112,0,3025,10.3,22.127,,0.228,21.095,,,,,,,N,N,0.984839
   663 Gerlinde (1908 DG),3.06853471,0.145613389,,17.82271765,232.8567077,311.2039074,2.62171497,3.515354449,5.375325434,40488,0,2429,9.21,107.795,,0.031,10.251,,0.677,0.308,,,X,N,N,1.65471
   664 Judith (1908 DH),3.195997688,0.230670073,,8.577291573,170.9283659,102.2748223,2.458776669,3.933218708,5.713705963,40499,0,2521,9.97,85.214,,0.04,13.764,,0.695,0.238,,,XC,N,N,1.46023
   665 Sabine (1908 DK),3.143173773,0.172291588,,14.74603646,298.4223198,318.9600303,2.601631372,3.684716175,5.572637465,41482,0,2522,8.6,51.09,,0.3895,4.294,,,,,,,N,N,1.60514
   666 Desdemona (1908 DM),2.592294627,0.238066493,,7.585867254,215.4067797,174.0392252,1.975156137,3.209433117,4.173829861,40469,0,2384,10.7,32.741,,0.095,14.607,,,,,,,N,N,0.980057
   667 Denise (1908 DN),3.183695273,0.190513816,,25.3986808,153.2413879,305.737445,2.577157339,3.790233208,5.680746914,40466,0,2270,9.4,82.986,,0.028,12.687,,,,,,,N,N,1.6646
   668 Dora (1908 DO),2.792565448,0.235730642,,6.843624191,214.4501235,113.1607626,2.134272201,3.450858694,4.666736099,40465,0,2206,12,23.3,,0.043,22.914,,,,,Ch,,N,N,1.13368
   669 Kypria (1908 DQ),3.012865004,0.076053348,,10.79095286,170.7479061,115.6323345,2.783726534,3.242003475,5.229711262,41480,0,2533,10.24,29.227,,0.112,14.283,,0.82,0.47,,,S,N,N,1.78831
   670 Ottegebe (1908 DR),2.80149392,0.193990217,,7.535634207,174.6803492,195.084687,2.258031507,3.344956333,4.689134918,41005,0,2876,9.4,35.886,,0.165,10.045,,,,,S,,N,N,1.25737
   671 Carnegia (1908 DV),3.09285118,0.066756122,,8.027050024,0.503947839,90.73910595,2.886384431,3.29931793,5.439346651,38170,0,2487,10.2,60.604,,0.028,8.332,,,,,Xk,,N,N,1.91758
   672 Astarte (1908 DY),2.556048813,0.134256802,,11.11444133,343.8967284,308.7967121,2.212881874,2.899215751,4.086597991,41044,0,3397,11.5,30.454,,0.032,22.572,,,,,,,N,N,1.21545
   673 Edda (1908 EA),2.814158886,0.010857322,,2.877536085,226.7110567,234.7209131,2.783604657,2.844713115,4.720968722,40408,0,3409,10.2,37.622,,0.092,22.34,,0.782,0.427,,S,S,N,N,1.80168
   674 Rachele (1908 EP),2.922543821,0.195453228,,13.50979762,58.13849625,41.85076862,2.351323196,3.493764446,4.996314293,43051,0,1847,7.42,96.171,,0.206,30.982,,0.84,0.415,,S,S,N,N,1.38596
   675 Ludmilla (1908 DU),2.768576658,0.203624933,,9.804560919,263.0268773,152.7466401,2.20482542,3.332327895,4.606732892,37255,0,2293,7.91,76,,,7.717,,0.847,0.444,,S,S,N,N,1.22183
   676 Melitta (1909 FN),3.062656544,0.121545441,,12.8388642,150.251135,184.538662,2.690404603,3.434908486,5.359887162,40392,0,2572,9.4,78.369,,0.049,16.74,,,,,,XC,N,N,1.67959
   677 Aaltje (1909 FR),2.954479159,0.050509549,,8.486977965,272.713679,275.7546748,2.805249748,3.103708571,5.078431496,41278,0,2613,9.5,32.403,,0.313,16.608,,,,,Sl,,N,N,1.82164
   678 Fredegundis (1909 FS),2.572502837,0.219212899,,6.094318726,281.1172165,121.2423636,2.008577032,3.136428642,4.126121344,38939,0,2208,9.02,39.585,,0.344,11.61624,,,,,X,,N,N,1.02504
   679 Pax (1909 FY),2.588806476,0.309502086,,24.39667458,112.125665,266.8722002,1.787565471,3.390047482,4.165408336,40380,0,2556,9.01,63.909,,0.11,8.452,,0.857,0.447,,K,I,N,N,0.962939
   680 Genoveva (1909 GW),3.14521121,0.294287912,,17.49683321,38.02930574,245.7598314,2.219613572,4.070808849,5.578056703,40188,0,2291,9.31,83.92,,0.0474,11.089,,0.689,0.271,,,XC,N,N,1.26778
   681 Gorgo (1909 GZ),3.109522474,0.102812952,,12.56707448,177.9240423,116.0306407,2.78982329,3.429221658,5.483385159,40273,0,2367,10.7,20.39,,0.24,6.4606,,,,,,,N,N,1.80215
   682 Hagar (1909 HA),2.654039548,0.171982734,,11.50564753,190.7999582,104.9938263,2.197590572,3.110488525,4.32383674,40087,0,2110,12.2,,,,4.8503,,,,,,,N,N,1.21545
   683 Lanzia (1909 HC),3.115371105,0.057916603,,18.53174913,259.6649994,282.4147317,2.934939392,3.295802817,5.498862795,38407,0,2460,8.7,83.04,,0.053,8.63,,0.689,0.305,,,,N,N,1.99258
   684 Hildburg (1909 HD),2.432312226,0.035522501,,5.521535158,336.3663704,290.6430211,2.345910412,2.51871404,3.793474652,40180,0,2506,10.8,19.04,,0.238,15.89,,0.96,0.5,,,,N,N,1.33621
   685 Hermia (1909 HE),2.236285959,0.196605007,,3.647111096,235.2090016,80.69503467,1.796620944,2.675950975,3.344253636,34948,0,3010,12,10.95,,0.2807,50.4,,,,,,,N,N,0.786663
   686 Gersuind (1909 HF),2.589936837,0.267659309,,15.68601869,243.0625481,89.09538771,1.896716133,3.283157542,4.168136773,40081,0,2331,9.67,55.258,,0.078,6.3127,,0.839,0.424,,,S,N,N,0.962414
   687 Tinette (1909 HG),2.720867888,0.272652741,,14.87941729,334.3381201,52.80916705,1.9790158,3.462719977,4.488170894,36776,0,1927,11.71,21.533,,0.079,7.3962,,0.681,0.259,,X,X,N,N,1.0168
   688 Melanie (1909 HH),2.698118337,0.13985814,,10.24252223,170.8969148,139.1549062,2.320764525,3.07547215,4.431999397,38766,0,2588,10.59,41.614,,0.068,18.87,,0.76,,,C,,N,N,1.31711
   689 Zita (1909 HJ),2.31611225,0.229014574,,5.74030028,168.1323135,188.5163424,1.78568879,2.84653571,3.524906549,28195,0,2551,12.15,15.621,,0.1,6.425,,0.71,0.306,,,CX:,N,N,0.780656
   690 Wratislavia (1909 HZ),3.148386481,0.180064958,,11.26783413,253.1421831,114.5865542,2.5814724,3.715300562,5.586505885,42808,0,2320,8.02,134.65,,0.0604,8.64,,0.675,0.316,,,CPF,N,N,1.60583
   691 Lehigh (1909 JG),3.011717257,0.12282899,,13.01299794,87.98229229,304.3918042,2.641791069,3.381643444,5.226723167,38079,0,2034,9.3,79.451,,0.053,12.891,,0.743,0.34,,,CD:,N,N,1.67423
   692 Hippodamia (1901 HD),3.386156976,0.168896166,,26.07629757,63.4728406,54.06952794,2.814248045,3.958065908,6.231159001,43016,0,1769,9.18,42.771,,0.205,8.98,,0.86,0.435,,,S,N,N,1.90161
   693 Zerbinetta (1909 HN),2.945944562,0.032212353,,14.18176445,351.8000346,286.0041002,2.851048757,3.040840367,5.056442315,40145,0,2336,9.5,82.114,,0.055,11.475,,0.776,0.411,,,ST,N,N,1.87035
   694 Ekard (1909 JA),2.671961686,0.322201144,,15.88864157,230.0063168,111.7864084,1.811052575,3.532870798,4.367707454,39965,0,2291,9.17,121.891,,0.026,5.925,,0.712,0.347,,,CP:,N,N,0.871207
   695 Bella (1909 JB),2.540175743,0.15957456,,13.84720544,275.531559,80.03744517,2.134828315,2.94552317,4.048590474,38522,0,2267,9.3,40.62,,0.207,14.222,,0.871,0.408,,,S,N,N,1.17916
   696 Leonora (1910 JJ),3.168926471,0.250515482,,13.03723313,299.5090748,103.9604177,2.375061327,3.962791614,5.641264277,37718,0,2194,9.4,81.58,,0.022,26.8964,,,,,,XC,N,N,1.42446
   697 Galilea (1910 JO),2.882666468,0.155331442,,15.12882386,15.52590719,332.824364,2.434897729,3.330435207,4.894403799,39998,0,2618,9.63,80.14,,0.0387,16.538,,0.735,0.391,,,C:,N,N,1.43895
   698 Ernestina (1910 JX),2.86626056,0.110907095,,11.53309175,40.6270661,98.84509514,2.548371928,3.184149191,4.852680562,40444,0,2510,10.9,27.037,,0.095,5.0363,,,,,,,N,N,1.59256
   699 Hela (1910 KD),2.610997557,0.410284355,,15.29918038,242.5517658,91.39951381,1.539746107,3.682249006,4.219081361,42540,0,2172,11.72,,,,3.3962,,0.854,0.386,,Sq,S,N,N,0.624487
   700 Auravictrix (1910 KE),2.229549085,0.103518951,,6.789903312,96.81547341,101.8903542,1.998748502,2.460349668,3.329153036,39788,0,2561,11.1,16.421,,0.228,6.075,,,,,,,N,N,1.00924
   701 Oriola (1910 KN),3.014164549,0.033578684,,7.14297991,243.7394864,327.7251286,2.912952871,3.115376227,5.233095238,41121,0,2740,9.25,42.943,,0.191,9.09,,0.66,0.296,,,C,N,N,1.908
   702 Alauda (1910 KQ),3.192326708,0.017244087,,20.60222861,289.7455228,350.7679759,3.13727795,3.247375467,5.703864493,39848,0,2684,7.25,190.98,,0.061,8.3531,,0.665,0.316,,B,C,N,N,2.1208
   703 Noemi (1910 KT),2.174837436,0.137260714,,2.458111738,213.7569199,174.868656,1.876317697,2.473357175,3.207365122,39758,0,2600,12.5,7.25,,0.368,200,,,,,,,N,N,0.880428
   704 Interamnia (1910 KU),3.057946077,0.154658313,-0.02,17.30973931,280.2846658,94.98290303,2.585009297,3.530882858,5.347526392,39658,0,4587,5.94,306.313,,0.078,8.727,5,0.645,0.259,,B,F,N,N,1.65737
   705 Erminia (1910 KV),2.923332713,0.049752196,,25.01382456,2.807349383,102.6045745,2.77789049,3.068774935,4.998337437,39765,0,2100,8.39,132.261,,0.031,53.96,,0.696,0.288,,C,X,N,N,1.86393
   706 Hirundo (1910 KX),2.729305672,0.194188747,,14.42896739,325.3524314,31.0810515,2.199305225,3.25930612,4.509064721,39570,0,2224,10.9,30.819,,0.081,22.027,,,,,Cgh,,N,N,1.20435
   707 Steina (1910 LD),2.180336513,0.107869381,,4.273323249,281.9036186,90.7882607,1.945144962,2.415528064,3.219537544,39681,0,2511,12.1,9.003,,0.315,414,,,,,,,N,N,0.950041
   708 Raphaela (1911 LJ),2.670567759,0.085996678,,3.489511376,355.1877939,197.1064699,2.440907803,2.900227715,4.364290036,46272,0,2834,10.61,21.43,,0.2193,20.918,,0.88,0.376,,,S,N,N,1.44115
   709 Fringilla (1911 LK),2.915909199,0.112439717,,16.25976193,324.3888742,19.21528403,2.588045193,3.243773206,4.979310356,41459,0,2257,9.04,95.173,,0.034,52.4,,0.715,0.326,,,X,N,N,1.58259
   710 Gertrud (1911 LM),3.129747978,0.133142435,,1.75080339,140.1862719,99.53168249,2.71304571,3.546450246,5.536971059,39571,0,2861,11.1,29.208,,0.075,8.288,,,,,,,N,N,1.70132
   711 Marmulla (1911 LN),2.23734107,0.195355913,,6.089727003,357.0623967,300.1732002,1.800263262,2.674418878,3.346620713,39566,0,2433,11.7,9.026,,0.453,2.721,,,,,,,N,N,0.793425
   712 Boliviana (1911 LO),2.574431174,0.187019284,0.03,12.76498779,230.8202509,181.4830564,2.0929629,3.055899449,4.130761598,39500,0,2720,8.32,112.818,,0.038,11.7426,,0.743,0.353,,X,C,N,N,1.10352
   713 Luscinia (1911 LS),3.403631887,0.15657125,,10.34748192,217.5524417,137.6458997,2.870720987,3.936542786,6.27945681,39568,0,2753,8.97,97.968,,0.048,9.9143,,0.663,0.281,,C,C,N,N,1.87691
   714 Ulula (1911 LW),2.535104638,0.056999046,,14.27088106,233.8408488,231.5530511,2.390606091,2.679603184,4.036472861,39441,0,2600,9.1,41.343,,0.26,6.998,,0.884,0.454,,,S,N,N,1.42829
   715 Transvaalia (1911 LX),2.76828417,0.082880225,,13.81976014,46.08338874,300.960057,2.538848156,2.997720185,4.606002891,39340,0,3259,10,25.458,,0.273,11.83,,,,,X,,N,N,1.56439
   716 Berkeley (1911 MD),2.814911909,0.086347708,,8.480344514,145.9167016,57.51643143,2.571850717,3.057973101,4.722863729,41308,0,2611,10.84,19.768,,0.17,15.55,,0.86,0.351,,S,S,N,N,1.58188
   717 Wisibada (1911 MJ),3.139884512,0.262888187,,1.645676981,343.5592969,24.45661661,2.314445966,3.965323057,5.563892291,39343,0,2745,11.1,27.656,,0.086,,,0.701,0.242,,,DX:,N,N,1.31283
   718 Erida (1911 MS),3.057098922,0.199197192,,6.928381401,38.54054647,174.5301235,2.448133401,3.666064443,5.345304375,42610,0,2635,9.7,70.911,,0.042,17.447,,,,,X,,N,N,1.4423
   719 Albert (1911 MT),2.638780197,0.546300946,,11.56484488,183.8872874,156.1636679,1.19721208,4.080348314,4.28660066,39478,0,1825,15.4,,,,5.801,,,,,S,,Y,N,0.203359
   720 Bohlinia (1911 MW),2.886061022,0.018749894,,2.354189501,35.69262996,113.4902088,2.831947685,2.94017436,4.903051631,45824,0,2949,9.6,33.73,,0.2029,8.919,,0.806,0.44,,Sq,S,N,N,1.84292
   721 Tabora (1911 MZ),3.553137331,0.11659982,,8.321706728,38.4094381,352.5990222,3.138842156,3.967432505,6.697707736,39386,0,2462,9.26,74.791,,0.048,7.982,,0.782,0.24,,,D,N,N,2.14421
   722 Frieda (1911 NA),2.171861597,0.144932926,,5.638375192,45.68187454,257.356351,1.85708734,2.486635854,3.200784399,39972,0,2425,12.3,8.257,,0.252,,,,,,,,N,N,0.851087
   723 Hammonia (1911 NB),2.992900016,0.054714224,,4.989675922,163.1896144,250.2269388,2.829145816,3.156654217,5.177814832,42565,0,2736,9.9,23.456,,0.352,5.436,,,,,C,,N,N,1.84421
   724 Hapag (1911 NC),2.454324628,0.25075389,,11.71295321,204.245268,205.8741088,1.83889318,3.069756076,3.84508735,39067,0,1314,13.8,9.492,,0.103,3.1305,,,,,,,N,N,0.854752
   725 Amanda (1911 ND),2.572591827,0.221433455,,3.790360161,68.68431603,323.4096005,2.002933931,3.142249723,4.126335446,37763,0,2727,11.81,23.687,,0.068,3.749,,0.738,0.417,,,CSU,N,N,1.00992
   726 Joella (1911 NM),2.566060262,0.284755158,,15.43557906,241.9849744,113.2339954,1.835361366,3.296759157,4.110630867,32079,0,1929,10.57,44.02,,0.0539,13.04,,,,,,,N,N,0.892714
   727 Nipponia (1912 NT),2.566287143,0.105880511,,15.06041895,133.0576792,274.6562595,2.294567349,2.838006937,4.111176048,38697,0,2621,9.6,32.17,,0.2423,5.0687,,0.801,0.273,,,DT,N,N,1.36239
   728 Leonisis (1912 NU),2.253580679,0.088155404,,4.257320324,82.64218258,55.09987969,2.054915363,2.452245995,3.383123628,39264,0,2432,12.8,5.887,,0.16,5.5783,,,,,,,N,N,1.07253
   729 Watsonia (1912 OD),2.759228645,0.097570154,,18.04930621,124.3277491,87.94588298,2.490010281,3.028447009,4.583420864,37377,0,2424,9.31,50.025,,0.133,25.23,,0.78,0.375,,L,STGD,N,N,1.56469
   730 Athanasia (1912 OK),2.243361885,0.17750511,,4.234895302,95.07380567,123.5497773,1.845153686,2.641570083,3.360138723,39112,0,2183,13.8,,,,5.7348,,,,,,,N,N,0.841461
   731 Sorga (1912 OQ),2.988401568,0.140738267,,10.68843741,46.15017513,288.6039548,2.567819109,3.408984027,5.166145526,37723,0,2457,9.62,34.597,,0.209,8.184,,0.691,0.312,,Xe,CD,N,N,1.58306
   732 Tjilaki (1912 OR),2.456232837,0.043485091,,10.99351411,173.3496926,64.60156706,2.349423329,2.563042345,3.849572489,38608,0,2620,10.5,29.791,,0.138,12.34,,,,,,,N,N,1.36284
   733 Mocia (1912 PF),3.398870736,0.058839655,,20.28698617,341.0001778,189.972833,3.198882355,3.598859116,6.266285446,40358,0,2031,9.05,98.493,,0.044,11.374,,0.704,0.281,,,CF,N,N,2.20799
   734 Benda (1912 PH),3.147911838,0.099864402,,5.804907156,3.150488489,66.37290654,2.833547504,3.462276173,5.585242622,38345,0,2592,9.9,67.318,,0.051,7.11,,,,,,,N,N,1.85375
   735 Marghanna (1912 PY),2.729290692,0.321653289,,16.87902042,42.98415494,309.8283454,1.851405365,3.607176019,4.509027597,38964,0,2514,9.55,67.976,,0.059,20.62,,0.705,0.318,,Ch,C,N,N,0.893386
   736 Harvard (1912 PZ),2.202194117,0.165545148,,4.375624801,135.9232191,200.5321411,1.837631565,2.566756669,3.268071875,38971,0,2816,11.64,17.111,,0.133,6.7,,0.9,0.51,,,S,N,N,0.827716
   737 Arequipa (1912 QB),2.589509763,0.245282503,,12.36892498,184.6654336,134.2308836,1.954348327,3.224671199,4.167105842,38088,0,2680,8.81,47.804,,0.231,7.0259,,0.832,0.208,,S,S,N,N,0.963454
   738 Alagasta (1913 QO),3.036066204,0.054519703,,3.534661531,132.0977035,42.46305116,2.870540775,3.201591633,5.290236145,38841,0,2890,10.13,62.79,,0.0398,18.86,,0.763,,,,CGSU,N,N,1.87697
   739 Mandeville (1913 QR),2.73668864,0.143926425,,20.66199857,136.5574782,45.26979338,2.342806827,3.130570454,4.527373104,36974,0,2465,8.5,104.517,,0.051,11.931,,0.72,0.312,,X,X,N,N,1.38819
   740 Cantabia (1913 QS),3.052381904,0.109855847,,10.8455304,116.0729241,48.03954216,2.717059905,3.387703902,5.332937666,38788,0,2398,9.1,90.9,,0.0552,64.453,,0.708,0.324,,,CX,N,N,1.74065
   741 Botolphia (1913 QT),2.719329206,0.070465452,,8.413729248,100.7092323,61.93450942,2.527710443,2.910947968,4.484364262,40301,0,3374,10,29.64,,0.1391,23.93,,,,,X,X,N,N,1.55025
   742 Edisona (1913 QU),3.013302878,0.117603277,,11.21826318,64.21608397,283.7031886,2.658928584,3.367677172,5.230851391,38894,0,2547,9.55,47.087,,0.121,18.52,,0.842,0.405,,K,S,N,N,1.68078
   743 Eugenisis (1913 QV),2.793264118,0.059413605,,4.834526826,228.9722096,186.8392466,2.627306227,2.95922201,4.668487563,38886,0,2546,10.3,51.072,,0.068,10.23,,,,,Ch,,N,N,1.63833
   744 Aguntina (1913 QW),3.172772887,0.117459618,,7.713451929,142.6481332,28.78357131,2.800100195,3.545445579,5.651538372,38849,0,2592,10.21,58.636,,0.031,17.47,,0.657,0.161,,,FX:,N,N,1.80991
   745 Mauritia (1913 QX),3.259897245,0.040044165,,13.32157586,125.7032891,24.98499023,3.129357383,3.390437107,5.885916119,38885,0,2347,10.5,24.711,,0.2,9.945,,,,,,,N,N,2.14707
   746 Marlu (1913 QY),3.110083012,0.237159961,,17.47976813,1.945449544,306.7367219,2.372495846,3.847670178,5.484867919,37963,0,2586,10,74.274,,0.032,7.787,,0.726,0.283,,,P,N,N,1.40304
   747 Winchester (1913 QZ),3.005864083,0.339229722,,18.18137313,129.1696674,277.0381939,1.986185646,4.025542519,5.211493624,38876,0,2649,7.69,171.71,,0.0503,9.4146,,0.713,0.317,,C,PC,N,N,1.08825
   748 Simeisa (1913 RD),3.945280924,0.187852016,,2.258710929,265.4647655,177.8315959,3.20415195,4.686409897,7.836553469,36344,0,2565,9.01,103.725,,0.041,11.919,,0.694,0.206,,,P,N,N,2.22014
   749 Malzovia (1913 RF),2.24384842,0.172998287,,5.394243958,109.7589195,128.90851,1.855666487,2.632030352,3.361231891,38649,0,3365,11.82,11.065,,0.27,5.9279,,0.857,0.504,,S,S,N,N,0.848747
